run_dir,method,model,num_edits,seed,batch_size,replay_rate,replay_buffer_size,replay_strategy,replay_weight,use_lora,edit_mode,lora_rank,lora_alpha,lora_scale,lora_use_svd,lora_fit_steps,trust_enable,trust_threshold,trust_action,trust_scale,trust_heldout_samples,dataset,device,timestamp,hparams_path,data_path,efficacy_success,paraphrase_success,neighborhood_specificity,num_examples,num_evaluated,composite_score,duration_seconds,duration_formatted,lora_residual_rel_mean,lora_residual_rel_count,lora_fallback_rate,lora_fallback_count,lora_event_count,batch_size_numeric,events,trust_score_mean,trust_score_std,rollback_count,scale_count,applied_count
results\emmet_lora_compare_20251117_021238\emmet_lora_r0,emmet,gpt2,200,42,16,0.0,200,random,1.0,False,lora_native,0,0.0,1.0,True,0,False,0.3,rollback,0.5,0,counterfact_500,cuda,2025-11-17T02:13:56.330660,D:\temp\emmet-stability-replay\src\hparams\EMMET\gpt2.json,D:\temp\emmet-stability-replay\data\counterfact_500.json,0.325,0.3475,0.672,200,200,0.44816666666666666,83.99121,0:01:23.991210,,0,,0,0,16,,,,,,
results\emmet_lora_compare_20251117_021238\emmet_raw,emmet,gpt2,200,42,16,0.0,200,random,1.0,False,raw,8,16.0,1.0,True,0,False,0.3,rollback,0.5,0,counterfact_500,cuda,2025-11-17T02:12:40.373061,D:\temp\emmet-stability-replay\src\hparams\EMMET\gpt2.json,D:\temp\emmet-stability-replay\data\counterfact_500.json,0.99,0.9225,0.521,200,200,0.8111666666666667,73.952099,0:01:13.952099,,0,,0,0,16,13.0,,,0.0,0.0,0.0
